NAME,YEAR,MONTH,DAY,MINUTE,VALUE
PPT             ,2015,10,7,1185,0
PPT             ,2015,10,7,1200,0
PPT             ,2015,10,7,1215,0
PPT             ,2015,10,7,1230,0
PPT             ,2015,10,7,1245,0
PPT             ,2015,10,7,1260,0
PPT             ,2015,10,7,1275,0
PPT             ,2015,10,7,1290,0
PPT             ,2015,10,7,1305,0
PPT             ,2015,10,7,1320,0
PPT             ,2015,10,7,1335,0
PPT             ,2015,10,7,1350,0
PPT             ,2015,10,7,1365,0
PPT             ,2015,10,7,1380,0
PPT             ,2015,10,7,1395,0
PPT             ,2015,10,7,1410,0
PPT             ,2015,10,7,1425,0
PPT             ,2015,10,8,0,0
PPT             ,2015,10,8,15,0
PPT             ,2015,10,8,30,0
PPT             ,2015,10,8,45,0
PPT             ,2015,10,8,60,0
PPT             ,2015,10,8,75,0
PPT             ,2015,10,8,90,0
PPT             ,2015,10,8,105,0
PPT             ,2015,10,8,120,0
PPT             ,2015,10,8,135,0
PPT             ,2015,10,8,150,0
PPT             ,2015,10,8,165,0
PPT             ,2015,10,8,180,0
PPT             ,2015,10,8,195,0
PPT             ,2015,10,8,210,0
PPT             ,2015,10,8,225,0
PPT             ,2015,10,8,240,0
PPT             ,2015,10,8,255,0
PPT             ,2015,10,8,270,0
PPT             ,2015,10,8,285,0
PPT             ,2015,10,8,300,0
PPT             ,2015,10,8,315,0
PPT             ,2015,10,8,330,0
PPT             ,2015,10,8,345,0
PPT             ,2015,10,8,360,0
PPT             ,2015,10,8,375,0
PPT             ,2015,10,8,390,0
PPT             ,2015,10,8,405,0
PPT             ,2015,10,8,420,0
PPT             ,2015,10,8,435,0
PPT             ,2015,10,8,450,0
PPT             ,2015,10,8,465,0
PPT             ,2015,10,8,480,0
PPT             ,2015,10,8,495,0
PPT             ,2015,10,8,510,0
PPT             ,2015,10,8,525,0
PPT             ,2015,10,8,540,0
PPT             ,2015,10,8,555,0
PPT             ,2015,10,8,560,0.009
PPT             ,2015,10,8,565,0.009
PPT             ,2015,10,8,570,0.009000001
PPT             ,2015,10,8,575,0.008999998
PPT             ,2015,10,8,585,0
PPT             ,2015,10,8,600,0
PPT             ,2015,10,8,615,0
PPT             ,2015,10,8,630,0
PPT             ,2015,10,8,645,0
PPT             ,2015,10,8,660,0
PPT             ,2015,10,8,675,0
